Mês/Ano,Sexo,Faixa etária,Cor/raça,Escolaridade,Ocupação,Renda familiar (SM),Bairro,Zona,Saúde,Segurança Pública,Conservação Urbana e Patrimonial,Educação,Preservação ambiental,Assistência Social,Transportes,Saneamento básico,Fator de maior preocupação
01/2024,Feminino,40-49,Branca,Fundamental incompleto,Desempregado,5–10 SM,Urca,Zona Sul,Regular,Ruim,Ruim,Regular,Bom,Regular,Ruim,Regular,pobreza e desigualdade
01/2024,Masculino,30-39,Preta,Superior completo,Empregado s/ carteira,2–3 SM,Pitangueiras,Zona Norte,Regular,Péssimo,Regular,Regular,Ruim,Bom,Ruim,Bom,pobreza e desigualdade
01/2024,Masculino,30-39,Preta,Superior completo,Servidor público,3–5 SM,Anil,Zona Oeste,Regular,Regular,Bom,Regular,Péssimo,Bom,Bom,Ruim,desemprego
01/2024,Masculino,50-59,Parda,Fundamental completo,Empregado c/ carteira,5–10 SM,Cosmos,Zona Oeste,Regular,Bom,Regular,Regular,Regular,Regular,Bom,Bom,pobreza e desigualdade
01/2024,Feminino,30-39,Branca,Médio completo,Empregado c/ carteira,5–10 SM,Maria Da Graça,Zona Norte,Regular,Ruim,Ruim,Péssimo,Bom,Ruim,Bom,Péssimo,desemprego
01/2024,Feminino,30-39,Branca,Médio completo,Servidor público,2–3 SM,Pitangueiras,Zona Norte,Bom,Regular,Regular,Bom,Regular,Ótimo,Bom,Regular,crime e violência
01/2024,Masculino,30-39,Parda,Médio completo,Empregado s/ carteira,5–10 SM,Barros Filho,Zona Norte,Bom,Regular,Regular,Regular,Ruim,Bom,Regular,Ótimo,corrupção
01/2024,Masculino,50-59,Parda,Superior completo,Empregado c/ carteira,2–3 SM,Jacaré,Zona Norte,Bom,Ruim,Regular,Ruim,Regular,Bom,Regular,Péssimo,crime e violência
01/2024,Feminino,30-39,Branca,Médio completo,Autônomo,5–10 SM,Santa Cruz,Zona Oeste,Regular,Péssimo,Ruim,Bom,Regular,Regular,Péssimo,Regular,pobreza e desigualdade
01/2024,Masculino,16-24,Branca,Médio completo,Aposentado,1–2 SM,Joá,Zona Oeste,Ruim,Regular,Ruim,Bom,Ruim,Bom,Regular,Regular,crime e violência
01/2024,Masculino,40-49,Parda,Fundamental incompleto,Empregado c/ carteira,1–2 SM,Penha Circular,Zona Norte,Regular,Regular,Regular,Bom,Péssimo,Bom,Bom,Bom,saúde
01/2024,Feminino,50-59,Branca,Fundamental incompleto,Servidor público,Até 1 SM,Rocinha,Zona Sul,Bom,Bom,Bom,Regular,Bom,Regular,Bom,Ruim,crime e violência
01/2024,Feminino,16-24,Branca,Fundamental completo,Estudante,5–10 SM,Campo Grande,Zona Oeste,Ruim,Regular,Regular,Bom,Péssimo,Ruim,Bom,Regular,saúde
01/2024,Masculino,25-29,Branca,Sem instrução,Empregado c/ carteira,2–3 SM,Acari,Zona Norte,Ruim,Regular,Regular,Bom,Regular,Regular,Bom,Bom,desemprego
01/2024,Feminino,16-24,Parda,Superior incompleto,Estudante,1–2 SM,Colégio,Zona Norte,Ruim,Regular,Ruim,Regular,Ruim,Regular,Ruim,Bom,corrupção
01/2024,Feminino,30-39,Preta,Superior incompleto,Empregado s/ carteira,1–2 SM,Zumbi,Zona Norte,Regular,Bom,Ótimo,Regular,Regular,Bom,Bom,Ruim,crime e violência
01/2024,Masculino,30-39,Preta,Fundamental incompleto,Empregado s/ carteira,5–10 SM,Taquara,Zona Oeste,Ruim,Bom,Regular,Bom,Regular,Péssimo,Péssimo,Bom,crime e violência
01/2024,Feminino,50-59,Parda,Superior completo,Estudante,5–10 SM,Rocha Miranda,Zona Norte,Ótimo,Bom,Ruim,Regular,Regular,Regular,Regular,Bom,corrupção
01/2024,Masculino,40-49,Parda,Fundamental completo,Empresário,3–5 SM,Joá,Zona Oeste,Bom,Regular,Regular,Regular,Regular,Péssimo,Regular,Regular,crime e violência
01/2024,Feminino,40-49,Branca,Médio incompleto,Empregado c/ carteira,3–5 SM,Cosmos,Zona Oeste,Bom,Regular,Ruim,Péssimo,Bom,Péssimo,Regular,Ruim,corrupção
01/2024,Feminino,30-39,Parda,Fundamental completo,Autônomo,2–3 SM,Curicica,Zona Oeste,Ruim,Regular,Ruim,Regular,Regular,Ruim,Regular,Bom,questões climáticas
01/2024,Feminino,50-59,Branca,Médio completo,Autônomo,2–3 SM,Mangueira,Zona Norte,Bom,Regular,Ruim,Ruim,Regular,Ótimo,Regular,Bom,crime e violência
01/2024,Masculino,30-39,Parda,Médio incompleto,Empregado s/ carteira,5–10 SM,Todos Os Santos,Zona Norte,Regular,Regular,Regular,Regular,Bom,Regular,Regular,Ruim,educação
01/2024,Feminino,60+,Branca,Médio completo,Empregado s/ carteira,1–2 SM,Vila Militar,Zona Oeste,Regular,Ruim,Regular,Bom,Péssimo,Bom,Bom,Bom,questões climáticas
01/2024,Masculino,40-49,Branca,Médio completo,Empregado c/ carteira,2–3 SM,Flamengo,Zona Sul,Regular,Regular,Péssimo,Regular,Bom,Ruim,Péssimo,Regular,saúde
01/2024,Masculino,16-24,Branca,Pós-graduação,Desempregado,2–3 SM,Flamengo,Zona Sul,Ruim,Péssimo,Regular,Ruim,Regular,Ruim,Bom,Péssimo,saúde
01/2024,Masculino,40-49,Branca,Fundamental incompleto,Autônomo,2–3 SM,Camorim,Zona Oeste,Bom,Regular,Bom,Regular,Bom,Péssimo,Regular,Ruim,saúde
01/2024,Feminino,30-39,Branca,Fundamental completo,Empregado c/ carteira,2–3 SM,Senador Camará,Zona Oeste,Regular,Regular,Bom,Ruim,Regular,Regular,Regular,Bom,pobreza e desigualdade
01/2024,Feminino,40-49,Branca,Fundamental incompleto,Aposentado,2–3 SM,Barra De Guaratiba,Zona Oeste,Ruim,Bom,Regular,Péssimo,Regular,Regular,Bom,Regular,saúde
01/2024,Masculino,16-24,Amarela,Médio completo,Estudante,1–2 SM,Copacabana,Zona Sul,Ótimo,Regular,Péssimo,Bom,Regular,Regular,Bom,Bom,inflação
01/2024,Feminino,16-24,Branca,Fundamental incompleto,Autônomo,2–3 SM,Bento Ribeiro,Zona Norte,Regular,Ruim,Bom,Ótimo,Bom,Regular,Bom,Péssimo,corrupção
01/2024,Masculino,50-59,Parda,Superior completo,Empregado c/ carteira,1–2 SM,Benfica,Centro,Ruim,Péssimo,Bom,Bom,Bom,Regular,Regular,Péssimo,pobreza e desigualdade
01/2024,Feminino,25-29,Preta,Médio completo,Desempregado,1–2 SM,São Conrado,Zona Sul,Péssimo,Péssimo,Ruim,Regular,Ruim,Regular,Regular,Bom,pobreza e desigualdade
01/2024,Masculino,50-59,Indígena,Médio completo,Empregado c/ carteira,Até 1 SM,Urca,Zona Sul,Ruim,Bom,Péssimo,Bom,Regular,Péssimo,Ruim,Regular,pobreza e desigualdade
01/2024,Feminino,25-29,Parda,Médio completo,Empregado c/ carteira,3–5 SM,Piedade,Zona Norte,Regular,Regular,Bom,Ruim,Regular,Regular,Ruim,Ruim,crime e violência
01/2024,Masculino,40-49,Parda,Fundamental completo,Estudante,2–3 SM,Pedra De Guaratiba,Zona Oeste,Regular,Regular,Regular,Ótimo,Ótimo,Ruim,Bom,Bom,educação
01/2024,Feminino,40-49,Branca,Fundamental completo,Empregado c/ carteira,3–5 SM,Jardim Sulacap,Zona Oeste,Bom,Regular,Regular,Regular,Ruim,Ruim,Regular,Bom,educação
01/2024,Masculino,30-39,Branca,Médio incompleto,Empregado c/ carteira,3–5 SM,Freguesia (Ilha Do Governador),Zona Norte,Bom,Bom,Regular,Bom,Bom,Regular,Ruim,Ótimo,corrupção
01/2024,Masculino,30-39,Branca,Médio completo,Empregado c/ carteira,3–5 SM,Engenho Novo,Zona Norte,Bom,Ruim,Ruim,Péssimo,Péssimo,Regular,Regular,Regular,crime e violência
01/2024,Masculino,25-29,Parda,Fundamental completo,Empregado c/ carteira,2–3 SM,Humaitá,Zona Sul,Regular,Péssimo,Bom,Regular,Regular,Regular,Regular,Ruim,desemprego
01/2024,Feminino,16-24,Parda,Fundamental incompleto,Empregado c/ carteira,2–3 SM,Cosmos,Zona Oeste,Ruim,Regular,Ótimo,Péssimo,Regular,Regular,Ruim,Péssimo,crime e violência
01/2024,Feminino,30-39,Branca,Pós-graduação,Empresário,2–3 SM,Recreio Dos Bandeirantes,Zona Oeste,Regular,Bom,Bom,Péssimo,Ruim,Bom,Bom,Bom,crime e violência
01/2024,Masculino,40-49,Branca,Sem instrução,Empregado c/ carteira,3–5 SM,Vigário Geral,Zona Norte,Regular,Bom,Bom,Regular,Ruim,Regular,Ruim,Bom,educação
01/2024,Feminino,60+,Parda,Superior completo,Empregado c/ carteira,2–3 SM,Leme,Zona Sul,Regular,Regular,Bom,Bom,Regular,Péssimo,Bom,Regular,pobreza e desigualdade
01/2024,Feminino,50-59,Branca,Superior completo,Empregado c/ carteira,5–10 SM,Vidigal,Zona Sul,Regular,Regular,Bom,Bom,Regular,Ótimo,Regular,Ruim,crime e violência
01/2024,Feminino,50-59,Parda,Médio incompleto,Servidor público,5–10 SM,Pedra De Guaratiba,Zona Oeste,Péssimo,Péssimo,Ruim,Bom,Regular,Regular,Bom,Regular,pobreza e desigualdade
01/2024,Feminino,50-59,Parda,Fundamental incompleto,Autônomo,1–2 SM,Magalhães Bastos,Zona Oeste,Bom,Regular,Bom,Ruim,Péssimo,Ruim,Ruim,Regular,desemprego
01/2024,Masculino,40-49,Parda,Fundamental completo,Empregado s/ carteira,1–2 SM,Gardênia Azul,Zona Oeste,Regular,Regular,Péssimo,Ótimo,Regular,Regular,Regular,Regular,educação
01/2024,Masculino,25-29,Parda,Superior incompleto,Aposentado,3–5 SM,Curicica,Zona Oeste,Regular,Regular,Regular,Bom,Bom,Regular,Regular,Bom,pobreza e desigualdade
01/2024,Feminino,60+,Preta,Médio completo,Empregado s/ carteira,1–2 SM,Lins De Vasconcelos,Zona Norte,Bom,Ótimo,Regular,Regular,Bom,Ruim,Ruim,Regular,crime e violência
01/2024,Feminino,40-49,Parda,Superior completo,Empregado s/ carteira,Até 1 SM,Glória,Centro,Regular,Péssimo,Bom,Regular,Bom,Regular,Ruim,Péssimo,rede de transportes
01/2024,Feminino,40-49,Parda,Superior completo,Empregado c/ carteira,5–10 SM,Barra Da Tijuca,Zona Oeste,Ruim,Regular,Bom,Regular,Bom,Bom,Ruim,Bom,saúde
01/2024,Masculino,16-24,Parda,Superior incompleto,Empregado s/ carteira,1–2 SM,Alto Da Boa Vista,Zona Norte,Bom,Péssimo,Regular,Regular,Bom,Péssimo,Bom,Regular,rede de transportes
01/2024,Masculino,30-39,Branca,Fundamental completo,Empregado c/ carteira,5–10 SM,Campo Dos Afonsos,Zona Oeste,Bom,Regular,Regular,Ruim,Regular,Regular,Ruim,Bom,saúde
01/2024,Feminino,30-39,Branca,Fundamental completo,Desempregado,3–5 SM,Lagoa,Zona Sul,Bom,Ruim,Ruim,Regular,Bom,Regular,Regular,Regular,corrupção
01/2024,Feminino,50-59,Branca,Superior completo,Empregado c/ carteira,3–5 SM,Coelho Neto,Zona Norte,Ruim,Bom,Ruim,Bom,Regular,Regular,Regular,Regular,desemprego
01/2024,Feminino,40-49,Branca,Fundamental completo,Autônomo,1–2 SM,Lins De Vasconcelos,Zona Norte,Ruim,Regular,Regular,Ruim,Regular,Bom,Péssimo,Regular,saúde
01/2024,Feminino,30-39,Parda,Fundamental incompleto,Empregado c/ carteira,1–2 SM,Botafogo,Zona Sul,Regular,Ruim,Regular,Péssimo,Bom,Péssimo,Bom,Ruim,desemprego
01/2024,Feminino,60+,Preta,Superior incompleto,Empregado c/ carteira,2–3 SM,Vila Isabel,Zona Norte,Regular,Ruim,Ruim,Bom,Bom,Ruim,Bom,Regular,inflação
01/2024,Masculino,16-24,Branca,Médio completo,Empregado s/ carteira,1–2 SM,Cosme Velho,Zona Sul,Ruim,Ruim,Regular,Regular,Bom,Bom,Regular,Regular,corrupção
01/2024,Masculino,30-39,Branca,Superior completo,Servidor público,1–2 SM,Méier,Zona Norte,Ruim,Bom,Péssimo,Regular,Bom,Péssimo,Ruim,Ótimo,inflação
01/2024,Feminino,16-24,Preta,Superior incompleto,Empregado s/ carteira,2–3 SM,Flamengo,Zona Sul,Ruim,Péssimo,Ruim,Bom,Ruim,Ruim,Regular,Ruim,educação
01/2024,Feminino,50-59,Branca,Fundamental incompleto,Desempregado,1–2 SM,Ramos,Zona Norte,Ruim,Péssimo,Ótimo,Ruim,Regular,Regular,Regular,Bom,saúde
01/2024,Masculino,60+,Parda,Superior completo,Empregado c/ carteira,1–2 SM,Campinho,Zona Norte,Regular,Bom,Regular,Bom,Bom,Regular,Regular,Ruim,crime e violência
01/2024,Masculino,25-29,Parda,Médio incompleto,Empregado c/ carteira,5–10 SM,Flamengo,Zona Sul,Regular,Péssimo,Regular,Ruim,Regular,Bom,Regular,Bom,rede de transportes
01/2024,Feminino,50-59,Parda,Médio completo,Empregado c/ carteira,1–2 SM,Guaratiba,Zona Oeste,Ruim,Bom,Ruim,Regular,Bom,Regular,Ruim,Ótimo,saúde
01/2024,Masculino,25-29,Branca,Médio completo,Empregado c/ carteira,Até 1 SM,Curicica,Zona Oeste,Péssimo,Regular,Regular,Regular,Regular,Bom,Bom,Bom,crime e violência
01/2024,Masculino,60+,Branca,Fundamental incompleto,Empregado c/ carteira,3–5 SM,Pilares,Zona Norte,Ótimo,Regular,Ruim,Bom,Regular,Regular,Regular,Péssimo,rede de transportes
01/2024,Feminino,50-59,Branca,Médio completo,Empregado c/ carteira,Mais de 10 SM,Camorim,Zona Oeste,Bom,Péssimo,Bom,Bom,Regular,Regular,Ruim,Regular,saúde
01/2024,Feminino,50-59,Parda,Fundamental incompleto,Estudante,2–3 SM,Tanque,Zona Oeste,Péssimo,Bom,Bom,Ótimo,Regular,Ruim,Regular,Bom,crime e violência
01/2024,Feminino,16-24,Parda,Médio completo,Empregado c/ carteira,Até 1 SM,Cidade Nova,Centro,Bom,Regular,Bom,Bom,Bom,Ruim,Regular,Bom,pobreza e desigualdade
01/2024,Masculino,60+,Branca,Médio completo,Autônomo,3–5 SM,Rio Comprido,Centro,Ruim,Regular,Regular,Regular,Ruim,Bom,Ótimo,Regular,educação
01/2024,Feminino,50-59,Parda,Superior completo,Empregado s/ carteira,5–10 SM,Vila Militar,Zona Oeste,Regular,Regular,Regular,Ruim,Ruim,Ruim,Ruim,Ótimo,corrupção
01/2024,Masculino,30-39,Parda,Superior completo,Autônomo,5–10 SM,Vila Militar,Zona Oeste,Bom,Regular,Regular,Regular,Péssimo,Regular,Regular,Regular,crime e violência
01/2024,Masculino,50-59,Branca,Fundamental completo,Autônomo,3–5 SM,Vargem Pequena,Zona Oeste,Bom,Bom,Regular,Ruim,Bom,Regular,Regular,Bom,crime e violência
01/2024,Feminino,25-29,Parda,Médio completo,Empregado c/ carteira,1–2 SM,Lagoa,Zona Sul,Bom,Ruim,Bom,Regular,Ruim,Bom,Regular,Regular,crime e violência
01/2024,Feminino,50-59,Parda,Médio completo,Empregado c/ carteira,3–5 SM,Maré,Zona Norte,Bom,Péssimo,Bom,Ruim,Ruim,Ruim,Regular,Bom,crime e violência
01/2024,Feminino,16-24,Branca,Fundamental completo,Estudante,Até 1 SM,Tauá,Zona Norte,Regular,Ruim,Ruim,Péssimo,Péssimo,Péssimo,Ruim,Regular,crime e violência
01/2024,Feminino,40-49,Branca,Superior completo,Aposentado,3–5 SM,Riachuelo,Zona Norte,Ruim,Ruim,Regular,Bom,Bom,Ruim,Ruim,Regular,desemprego
01/2024,Feminino,40-49,Parda,Superior incompleto,Empregado c/ carteira,3–5 SM,Irajá,Zona Norte,Péssimo,Regular,Regular,Ruim,Ruim,Péssimo,Regular,Bom,educação
01/2024,Masculino,16-24,Preta,Fundamental completo,Empregado c/ carteira,Mais de 10 SM,Irajá,Zona Norte,Regular,Regular,Ruim,Regular,Bom,Regular,Regular,Regular,desemprego
01/2024,Masculino,25-29,Parda,Médio completo,Servidor público,1–2 SM,Vargem Grande,Zona Oeste,Regular,Regular,Ruim,Ruim,Regular,Ruim,Ruim,Regular,crime e violência
01/2024,Masculino,16-24,Parda,Fundamental incompleto,Empregado s/ carteira,Até 1 SM,Leme,Zona Sul,Regular,Ótimo,Bom,Regular,Regular,Regular,Bom,Bom,corrupção
01/2024,Masculino,30-39,Parda,Médio completo,Autônomo,3–5 SM,Vargem Grande,Zona Oeste,Regular,Péssimo,Regular,Regular,Ruim,Bom,Bom,Regular,pobreza e desigualdade
01/2024,Feminino,30-39,Branca,Fundamental incompleto,Empregado s/ carteira,3–5 SM,Tauá,Zona Norte,Regular,Bom,Ruim,Bom,Ruim,Regular,Ruim,Regular,saúde
01/2024,Masculino,40-49,Parda,Pós-graduação,Empregado c/ carteira,5–10 SM,Tomás Coelho,Zona Norte,Ótimo,Péssimo,Ruim,Bom,Regular,Regular,Regular,Regular,rede de transportes
01/2024,Feminino,25-29,Parda,Superior completo,Autônomo,1–2 SM,Bangu,Zona Oeste,Ótimo,Bom,Ruim,Regular,Regular,Bom,Regular,Bom,saúde
01/2024,Feminino,25-29,Branca,Médio completo,Autônomo,1–2 SM,Parada De Lucas,Zona Norte,Bom,Ruim,Bom,Péssimo,Bom,Ótimo,Bom,Bom,crime e violência
01/2024,Feminino,50-59,Parda,Médio completo,Empregado c/ carteira,2–3 SM,Anil,Zona Oeste,Bom,Bom,Bom,Ruim,Regular,Bom,Ruim,Bom,desemprego
01/2024,Feminino,16-24,Parda,Superior completo,Autônomo,2–3 SM,Catumbi,Centro,Ruim,Ótimo,Regular,Regular,Regular,Regular,Regular,Regular,educação
01/2024,Feminino,60+,Branca,Médio completo,Estudante,5–10 SM,Jardim Guanabara,Zona Norte,Bom,Ruim,Ruim,Ruim,Bom,Bom,Ruim,Regular,saúde
01/2024,Feminino,50-59,Preta,Fundamental completo,Desempregado,2–3 SM,Quintino Bocaiúva,Zona Norte,Ruim,Bom,Regular,Ruim,Ruim,Bom,Péssimo,Regular,corrupção
01/2024,Masculino,40-49,Branca,Médio completo,Empregado c/ carteira,5–10 SM,Anil,Zona Oeste,Péssimo,Ruim,Bom,Bom,Bom,Regular,Péssimo,Ruim,educação
01/2024,Feminino,40-49,Branca,Superior completo,Autônomo,3–5 SM,Caju,Centro,Péssimo,Regular,Ruim,Ótimo,Regular,Péssimo,Ruim,Bom,crime e violência
01/2024,Masculino,60+,Branca,Médio completo,Estudante,5–10 SM,Humaitá,Zona Sul,Péssimo,Bom,Bom,Bom,Ruim,Ruim,Ótimo,Péssimo,rede de transportes
01/2024,Masculino,25-29,Parda,Superior incompleto,Estudante,2–3 SM,Humaitá,Zona Sul,Bom,Péssimo,Bom,Ruim,Péssimo,Regular,Ruim,Bom,crime e violência
01/2024,Feminino,16-24,Parda,Superior completo,Desempregado,5–10 SM,Galeão,Zona Norte,Regular,Regular,Bom,Ruim,Ruim,Péssimo,Bom,Ruim,crime e violência
01/2024,Masculino,25-29,Branca,Superior completo,Empregado c/ carteira,1–2 SM,Centro,Centro,Bom,Ruim,Regular,Bom,Bom,Regular,Ruim,Regular,crime e violência
01/2024,Feminino,50-59,Parda,Superior completo,Estudante,3–5 SM,Manguinhos,Zona Norte,Ruim,Regular,Regular,Bom,Ruim,Regular,Bom,Ruim,questões climáticas
01/2024,Feminino,16-24,Branca,Fundamental incompleto,Desempregado,1–2 SM,Freguesia (Ilha Do Governador),Zona Norte,Ruim,Regular,Regular,Ruim,Bom,Regular,Regular,Bom,pobreza e desigualdade
01/2024,Feminino,40-49,Parda,Médio completo,Empregado c/ carteira,2–3 SM,Urca,Zona Sul,Ruim,Regular,Ótimo,Péssimo,Péssimo,Regular,Ótimo,Regular,saúde
01/2024,Masculino,60+,Branca,Superior incompleto,Autônomo,1–2 SM,Santo Cristo,Centro,Regular,Bom,Bom,Ruim,Ruim,Bom,Ruim,Regular,questões climáticas
01/2024,Masculino,50-59,Branca,Superior completo,Empregado s/ carteira,1–2 SM,Tomás Coelho,Zona Norte,Ruim,Regular,Bom,Regular,Ruim,Regular,Bom,Péssimo,inflação
01/2024,Feminino,30-39,Preta,Médio completo,Desempregado,Mais de 10 SM,Engenho De Dentro,Zona Norte,Bom,Regular,Regular,Bom,Bom,Regular,Regular,Péssimo,saúde
01/2024,Masculino,16-24,Branca,Fundamental completo,Empregado c/ carteira,1–2 SM,Vila Isabel,Zona Norte,Ótimo,Regular,Bom,Regular,Regular,Regular,Ruim,Bom,saúde
01/2024,Feminino,50-59,Branca,Superior completo,Desempregado,5–10 SM,Guadalupe,Zona Norte,Ruim,Regular,Regular,Bom,Ruim,Ruim,Regular,Regular,crime e violência
01/2024,Feminino,40-49,Parda,Superior incompleto,Servidor público,Mais de 10 SM,Anchieta,Zona Norte,Regular,Regular,Bom,Ruim,Ruim,Regular,Ótimo,Regular,crime e violência
01/2024,Feminino,16-24,Preta,Fundamental incompleto,Estudante,Até 1 SM,Glória,Centro,Péssimo,Ótimo,Bom,Regular,Ótimo,Ruim,Regular,Bom,rede de transportes
01/2024,Masculino,16-24,Branca,Médio completo,Servidor público,3–5 SM,Cosme Velho,Zona Sul,Bom,Regular,Bom,Ruim,Péssimo,Regular,Ótimo,Bom,corrupção
01/2024,Masculino,60+,Branca,Fundamental completo,Empresário,1–2 SM,Botafogo,Zona Sul,Ruim,Regular,Bom,Regular,Ótimo,Péssimo,Regular,Péssimo,crime e violência
01/2024,Feminino,40-49,Branca,Médio completo,Empregado c/ carteira,Até 1 SM,Flamengo,Zona Sul,Regular,Bom,Regular,Ruim,Regular,Regular,Péssimo,Regular,rede de transportes
01/2024,Masculino,50-59,Parda,Sem instrução,Desempregado,2–3 SM,Curicica,Zona Oeste,Ruim,Bom,Regular,Regular,Regular,Péssimo,Regular,Bom,educação
01/2024,Masculino,50-59,Branca,Médio completo,Autônomo,5–10 SM,Urca,Zona Sul,Ruim,Bom,Ruim,Regular,Bom,Ruim,Bom,Bom,saúde
01/2024,Feminino,40-49,Parda,Médio completo,Aposentado,Até 1 SM,Grumari,Zona Oeste,Péssimo,Péssimo,Bom,Regular,Ótimo,Regular,Regular,Bom,educação
01/2024,Feminino,30-39,Indígena,Médio completo,Empregado c/ carteira,3–5 SM,Zumbi,Zona Norte,Bom,Ruim,Bom,Bom,Ruim,Regular,Péssimo,Regular,educação
01/2024,Feminino,30-39,Branca,Superior incompleto,Empresário,2–3 SM,Vargem Pequena,Zona Oeste,Péssimo,Bom,Regular,Péssimo,Regular,Bom,Bom,Regular,corrupção
01/2024,Feminino,30-39,Branca,Superior completo,Desempregado,5–10 SM,Tanque,Zona Oeste,Bom,Ótimo,Ruim,Regular,Bom,Péssimo,Regular,Regular,corrupção
01/2024,Masculino,30-39,Branca,Fundamental completo,Estudante,Até 1 SM,Ipanema,Zona Sul,Bom,Ruim,Regular,Regular,Ruim,Bom,Regular,Bom,questões climáticas
01/2024,Feminino,50-59,Branca,Fundamental incompleto,Empregado c/ carteira,3–5 SM,Paquetá,Centro,Regular,Regular,Regular,Ruim,Ruim,Regular,Ruim,Regular,crime e violência
01/2024,Feminino,40-49,Preta,Superior completo,Empregado c/ carteira,3–5 SM,Bangu,Zona Oeste,Ruim,Ruim,Regular,Ruim,Regular,Regular,Ruim,Bom,corrupção
01/2024,Masculino,60+,Branca,Fundamental completo,Estudante,3–5 SM,Urca,Zona Sul,Regular,Péssimo,Bom,Regular,Bom,Regular,Regular,Ruim,rede de transportes
01/2024,Feminino,30-39,Branca,Pós-graduação,Empregado c/ carteira,5–10 SM,Oswaldo Cruz,Zona Norte,Ruim,Regular,Péssimo,Péssimo,Ótimo,Regular,Regular,Bom,corrupção
01/2024,Feminino,40-49,Parda,Superior completo,Aposentado,5–10 SM,Botafogo,Zona Sul,Ruim,Bom,Regular,Bom,Ruim,Péssimo,Regular,Ruim,crime e violência
01/2024,Feminino,40-49,Branca,Médio completo,Empregado c/ carteira,Até 1 SM,Itanhangá,Zona Oeste,Bom,Ruim,Ruim,Bom,Regular,Regular,Bom,Regular,crime e violência
01/2024,Feminino,40-49,Parda,Pós-graduação,Desempregado,2–3 SM,Piedade,Zona Norte,Péssimo,Péssimo,Regular,Regular,Regular,Péssimo,Bom,Regular,crime e violência
01/2024,Feminino,40-49,Branca,Fundamental incompleto,Empregado s/ carteira,2–3 SM,Realengo,Zona Oeste,Bom,Regular,Regular,Regular,Ruim,Regular,Regular,Bom,pobreza e desigualdade
01/2024,Masculino,25-29,Parda,Médio incompleto,Desempregado,1–2 SM,Senador Vasconcelos,Zona Oeste,Ruim,Regular,Bom,Regular,Regular,Bom,Bom,Regular,saúde
01/2024,Masculino,30-39,Preta,Médio completo,Estudante,2–3 SM,Freguesia (Ilha Do Governador),Zona Norte,Regular,Regular,Regular,Regular,Bom,Bom,Ruim,Ruim,corrupção
01/2024,Feminino,16-24,Parda,Médio completo,Empregado s/ carteira,2–3 SM,São Cristóvão,Centro,Regular,Regular,Bom,Regular,Péssimo,Ruim,Bom,Bom,crime e violência
01/2024,Feminino,30-39,Preta,Superior completo,Empregado c/ carteira,2–3 SM,Ricardo De Albuquerque,Zona Norte,Regular,Ruim,Regular,Ruim,Regular,Bom,Bom,Bom,pobreza e desigualdade
01/2024,Feminino,30-39,Branca,Fundamental incompleto,Empregado c/ carteira,Mais de 10 SM,Benfica,Centro,Bom,Péssimo,Regular,Regular,Regular,Regular,Regular,Regular,crime e violência
01/2024,Feminino,40-49,Parda,Médio completo,Autônomo,Até 1 SM,São Conrado,Zona Sul,Regular,Regular,Ruim,Péssimo,Péssimo,Bom,Bom,Bom,inflação
01/2024,Feminino,60+,Parda,Médio completo,Autônomo,5–10 SM,Penha,Zona Norte,Bom,Ruim,Regular,Ruim,Péssimo,Regular,Regular,Regular,pobreza e desigualdade
